,FechaHora,Slope,,,
3201,44482.11111,-1,0,,
3202,44482.11806,-2,0,,
3203,44482.125,-1,0,,
3204,44482.13194,-1,0,,
3205,44482.13889,0,0,,
3206,44482.14583,-1,0,,
3207,44482.15278,0,0,,
3208,44482.15972,0,0,,
3209,44482.16667,-3,0,,
3210,44482.17361,0,0,,
3211,44482.18056,2,0,,
3212,44482.1875,0,0,,
3213,44482.19444,2,0,,
3214,44482.20139,3,0,,
3215,44482.20833,1,0,,
3216,44482.21528,1,0,,
3217,44482.22222,0,0,,
3218,44482.22917,0,0,,
3219,44482.23611,-1,0,,
3220,44482.24306,0,0,,
3221,44482.25,-1,0,,
3222,44482.25694,0,0,,
3223,44482.26389,0,0,,
3224,44482.27083,0,0,,
3225,44482.27778,0,0,,
3226,44482.28472,0,0,,
3227,44482.29167,0,0,,
3228,44482.29861,0,0,,
3229,44482.30556,1,0,,
3230,44482.3125,1,0,,
3231,44482.31944,-1,pos,,
3232,44482.32639,-1,0,,
3233,44482.33333,0,0,,
3234,44482.34028,-1,0,,
3235,44482.34722,0,0,,
3236,44482.35417,0,0,,
3237,44482.36111,-1,0,,
3238,44482.36806,-1,0,,
3239,44482.375,-1,0,,
3240,44482.38194,-1,0,,
3241,44482.38889,0,0,,
3242,44482.39583,-2,0,,
3243,44482.40278,-1,0,,
3244,44482.40972,-1,0,,
3245,44482.41667,-1,0,,
3246,44482.42361,0,0,,
3247,44482.43056,-1,0,,
3248,44482.4375,-1,0,,
3249,44482.44444,-1,0,,
3250,44482.45139,0,0,,
3251,44482.45833,-1,0,,
3252,44482.46528,0,0,,
3253,44482.47222,0,0,,
3254,44482.47917,-1,0,,
3255,44482.48611,0,0,,
3256,44482.49306,0,0,,
3257,44482.5,2,0,,
3258,44482.50694,1,0,,
3259,44482.51389,-1,pos,,
3260,44482.52083,1,0,,
3261,44482.52778,-1,pos,,
3262,44482.53472,-2,0,,
3263,44482.54167,-3,0,,
3264,44482.54861,-2,0,,
3265,44482.55556,-2,0,,
3266,44482.5625,-3,0,,
3267,44482.56944,-3,0,,
3268,44482.57639,-3,0,,
3269,44482.58333,-3,0,,
3270,44482.59028,-4,0,,
3271,44482.59722,-1,0,,
3272,44482.60417,-2,0,,
3273,44482.61111,-1,0,,
3274,44482.61806,2,0,,
3275,44482.625,1,0,,
3276,44482.63194,1,0,,
3277,44482.63889,1,0,,
3278,44482.64583,1,0,,
3279,44482.65278,2,0,,
3280,44482.65972,2,0,,
3281,44482.66667,1,0,,
3282,44482.67361,2,0,,
3283,44482.68056,2,0,,
3284,44482.6875,4,0,,
3285,44482.69444,1,0,,
3286,44482.70139,0,0,,
3287,44482.70833,0,0,,
3288,44482.71528,1,0,,
3289,44482.72222,0,0,,
3290,44482.72917,-1,0,,
3291,44482.73611,2,0,,
3292,44482.74306,6,0,,
3293,44482.75,5,0,,
3294,44482.75694,5,0,,
3295,44482.76389,4,0,,
3296,44482.77083,2,0,,
3297,44482.77778,1,0,,
3298,44482.78472,2,0,,
3299,44482.79167,0,0,,
3300,44482.79861,1,0,,
3301,44482.80556,1,0,,
3302,44482.8125,0,0,,
3303,44482.81944,0,0,,
3304,44482.82639,1,0,,
3305,44482.83333,0,0,,
3306,44482.84028,0,0,,
3307,44482.84722,1,0,,
3308,44482.85417,0,0,,
3309,44482.86111,0,0,,
3310,44482.86806,0,0,,
3311,44482.875,-2,0,,
3312,44482.88194,-1,0,,
3313,44482.88889,-2,0,,
3314,44482.89583,-3,0,,
3315,44482.90278,-2,0,,
3316,44482.90972,0,0,,
3317,44482.91667,0,0,,
3318,44482.92361,0,0,,
3319,44482.93056,-1,0,,
3320,44482.9375,0,0,,
3321,44482.94444,0,0,,
3322,44482.95139,-1,0,,
3323,44482.95833,-4,0,,
3324,44482.96528,2,0,,
3325,44482.97228,2,0,,
3326,44482.9723,0,0,,
3327,44482.97922,0,0,,
3328,44482.98611,1,0,,
3329,44482.99306,-1,pos,,
3330,44483,-2,0,,
3331,44483.00694,-2,0,,
3332,44483.01389,0,0,,
3333,44483.02083,0,0,,
3334,44483.02778,2,0,,
3335,44483.03472,0,0,,
3336,44483.04167,0,0,,
3337,44483.04861,0,0,,
3338,44483.05556,0,0,,
3339,44483.0625,1,0,,
3340,44483.06944,0,0,,
3341,44483.07639,0,0,,
3342,44483.08333,1,0,,
3343,44483.09028,0,0,,
3344,44483.09722,0,0,,
3345,44483.10417,0,0,,
3346,44483.11111,1,0,,
3347,44483.11806,0,0,,
3348,44483.125,0,0,,
3349,44483.13194,0,0,,
3350,44483.13889,0,0,,
3351,44483.14583,1,0,,
3352,44483.15278,-1,pos,,
3353,44483.15972,1,0,,
3354,44483.16667,0,0,,
3355,44483.17361,-1,0,,
3356,44483.18056,0,0,,
3357,44483.1875,0,0,,
3358,44483.19444,-1,0,,
3359,44483.20139,-1,0,,
3360,44483.20833,-1,0,,
3361,44483.21528,0,0,,
3362,44483.22222,1,0,,
3363,44483.22917,1,0,,
3364,44483.23611,1,0,,
3365,44483.24306,1,0,,
3366,44483.25,-1,pos,,
3367,44483.25694,1,0,,
3368,44483.26389,0,0,,
3369,44483.27083,-1,0,,
3370,44483.27778,-1,0,,
3371,44483.28472,1,0,,
3372,44483.29167,-2,pos,,
3373,44483.29861,-1,0,,
3374,44483.30556,0,0,,
3375,44483.3125,1,0,,
3376,44483.31944,1,0,,
3377,44483.32639,1,0,,
3378,44483.33333,0,0,,
3379,44483.34028,0,0,,
3380,44483.34722,-1,0,,
3381,44483.35417,-1,0,,
3382,44483.36111,-1,0,,
3383,44483.36806,-2,0,,
3384,44483.375,0,0,,
3385,44483.38194,-2,0,,
3386,44483.38889,-3,0,,
3387,44483.39583,-1,0,,
3388,44483.40278,1,0,,
3389,44483.40972,3,0,,
3390,44483.41667,-2,pos,,
3391,44483.42361,0,0,,
3392,44483.43056,3,0,,
3393,44483.4375,3,0,,
3394,44483.44444,0,0,,
3395,44483.45139,-2,0,,
3396,44483.45833,-1,0,,
3397,44483.46528,-2,0,,
3398,44483.47222,1,0,,
3399,44483.47917,2,0,,
3400,44483.48611,3,0,,
3401,44483.49306,1,0,,
3402,44483.5,2,0,,
3403,44483.50694,1,0,,
3404,44483.51389,0,0,,
3405,44483.52083,-3,0,,
3406,44483.52778,-4,0,,
3407,44483.53472,-3,0,,
3408,44483.54167,-1,0,,
3409,44483.54861,-3,0,,
3410,44483.55556,-4,0,,
3411,44483.5625,-4,0,,
3412,44483.56944,-4,0,,
3413,44483.57639,-1,0,,
3414,44483.58333,-2,0,,
3415,44483.59028,-2,0,,
3416,44483.59722,1,0,,
3417,44483.60417,2,0,,
3418,44483.61111,-1,pos,,
3419,44483.61806,-1,0,,
3420,44483.625,0,0,,
3421,44483.63194,-1,0,,
3422,44483.63889,0,0,,
3423,44483.64583,0,0,,
3424,44483.65278,2,0,,
3425,44483.65972,4,0,,
3426,44483.66667,5,0,,
3427,44483.67361,6,0,,
3428,44483.68056,6,0,,
3429,44483.6875,5,0,,
3430,44483.69444,3,0,,
3431,44483.70139,2,0,,
3432,44483.70833,1,0,,
3433,44483.71528,-1,pos,,
3434,44483.72222,-2,0,,
3435,44483.72917,0,0,,
3436,44483.73611,-1,0,,
3437,44483.74306,0,0,,
3438,44483.75,-2,0,,
3439,44483.75696,-7,0,,
3440,44483.76389,-5,0,,
3441,44483.77083,-3,0,,
3442,44483.77778,1,0,,
3443,44483.78472,4,0,,
3444,44483.79167,4,0,,
3445,44483.79861,4,0,,
3446,44483.80556,3,0,,
3447,44483.8125,2,0,,
3448,44483.81944,0,0,,
3449,44483.82639,0,0,,
3450,44483.83333,-1,0,,
3451,44483.84028,-1,0,,
3452,44483.84722,1,0,,
3453,44483.85417,1,0,,
3454,44483.86111,1,0,,
3455,44483.86806,1,0,,
3456,44483.875,1,0,,
3457,44483.88194,0,0,,
3458,44483.88889,1,0,,
3459,44483.89583,-1,pos,,
3460,44483.90278,0,0,,
3461,44483.90972,1,0,,
3462,44483.91667,-1,pos,,
3463,44483.92361,-1,0,,
3464,44483.93056,-1,0,,
3465,44483.9375,-1,0,,
3466,44483.94444,-1,0,,
3467,44483.95139,-1,0,,
3468,44483.95833,-1,0,,
3469,44483.96528,-1,0,,
3470,44483.97222,-3,0,,
3471,44483.97917,-1,0,,
3472,44483.98612,-2,0,,
3473,44483.99306,1,0,,
3474,44484,0,0,,
3475,44484.00694,0,0,,
3476,44484.01389,-1,0,,
3477,44484.02083,-2,0,,
3478,44484.02778,-1,0,,
3479,44484.03491,-2,0,,
3480,44484.04167,-1,0,,
3481,44484.04861,2,0,,
3482,44484.05563,2,0,,
3483,44484.0625,3,0,,
3484,44484.06944,2,0,,
3485,44484.07639,3,0,,
3486,44484.08333,2,0,,
3487,44484.09028,2,0,,
3488,44484.09722,2,0,,
3489,44484.10417,-1,pos,,
3490,44484.11111,0,0,,
3491,44484.11806,0,0,,
3492,44484.125,0,0,,
3493,44484.13194,0,0,,
3494,44484.13889,1,0,,
3495,44484.14583,1,0,,
3496,44484.15278,1,0,,
3497,44484.15972,1,0,,
3498,44484.16667,1,0,,
3499,44484.17361,0,0,,
3500,44484.18056,-1,0,,
3501,44484.1875,-3,0,,
3502,44484.19444,-3,0,,
3503,44484.20139,-1,0,,
3504,44484.20833,0,0,,
3505,44484.21528,-1,0,,
3506,44484.22222,1,0,,
3507,44484.22917,1,0,,
3508,44484.23611,0,0,,
3509,44484.24306,0,0,,
3510,44484.25,1,0,,
3511,44484.25694,0,0,,
3512,44484.26389,-1,0,,
3513,44484.27083,0,0,,
3514,44484.27778,-1,0,,
3515,44484.28472,1,0,,
3516,44484.29167,1,0,,
3517,44484.29861,1,0,,
3518,44484.30556,2,0,,
3519,44484.3125,1,0,,
3520,44484.31944,1,0,,
3521,44484.32639,1,0,,
3522,44484.33333,1,0,,
3523,44484.34028,0,0,,
3524,44484.34722,-2,0,,
3525,44484.35417,-2,0,,
3526,44484.36111,0,0,,
3527,44484.36806,1,0,,
3528,44484.375,0,0,,
3529,44484.38194,1,0,,
3530,44484.38889,0,0,,
3531,44484.39583,-1,0,,
3532,44484.40278,-1,0,,
3533,44484.40972,0,0,,
3534,44484.41667,-2,0,,
3535,44484.42361,-1,0,,
3536,44484.43056,-3,0,,
3537,44484.4375,-4,0,,
3538,44484.44444,-3,0,,
3539,44484.45139,-3,0,,
3540,44484.45833,-3,0,,
3541,44484.46528,-3,0,,
3542,44484.47222,-3,0,,
3543,44484.47917,-3,0,,
3544,44484.48611,-2,0,,
3545,44484.49306,-3,0,,
3546,44484.5,-2,0,,
3547,44484.50694,0,0,,
3548,44484.51389,-1,0,,
3549,44484.52083,-3,0,,
3550,44484.52778,-3,0,,
3551,44484.53472,-3,0,,
3552,44484.54167,-2,0,,
3553,44484.54861,0,0,,
3554,44484.55556,-2,0,,
3555,44484.5625,-1,0,,
3556,44484.56944,2,0,,
3557,44484.57639,2,0,,
3558,44484.58334,1,0,,
3559,44484.59028,1,0,,
3560,44484.59722,-1,pos,,
3561,44484.60417,-2,0,,
3562,44484.61111,-1,0,,
3563,44484.61806,-2,0,,
3564,44484.625,-3,0,,
3565,44484.63194,-2,0,,
3566,44484.6389,0,0,,
3567,44484.64583,-1,0,,
3568,44484.65279,-1,0,,
3569,44484.65972,-1,0,,
3570,44484.66667,0,0,,
3571,44484.67361,1,0,,
3572,44484.68056,1,0,,
3573,44484.6875,-1,pos,,
3574,44484.69444,0,0,,
3575,44484.70139,2,0,,
3576,44484.70833,3,0,,
3577,44484.71528,2,0,,
3578,44484.72222,2,0,,
3579,44484.72917,1,0,,
3580,44484.73611,0,0,,
3581,44484.74306,0,0,,
3582,44484.75,2,0,,
3583,44484.75694,3,0,,
3584,44484.76389,3,0,,
3585,44484.77083,4,0,,
3586,44484.77778,3,0,,
3587,44484.78472,4,0,,
3588,44484.79167,3,0,,
3589,44484.79861,4,0,,
3590,44484.80556,2,0,,
3591,44484.8125,1,0,,
3592,44484.81944,1,0,,
3593,44484.82639,1,0,,
3594,44484.83333,2,0,,
3595,44484.84028,1,0,,
3596,44484.84722,2,0,,
3597,44484.85417,3,0,,
3598,44484.86111,1,0,,
3599,44484.86806,1,0,,
3600,44484.875,1,0,,
3601,44484.88194,0,0,,
3602,44484.88889,0,0,,
3603,44484.89583,0,0,,
3604,44484.90278,0,0,,
3605,44484.90972,0,0,,
3606,44484.91667,1,0,,
3607,44484.92361,0,0,,
3608,44484.93056,0,0,,
3609,44484.9375,0,0,,
3610,44484.94444,1,0,,
3611,44484.95139,0,0,,
3612,44484.95833,0,0,,
3613,44484.96528,-2,0,,
3614,44484.97222,0,0,,
3615,44484.97917,-1,0,,
3616,44484.98611,0,0,,
3617,44484.99306,0,0,,
3618,44485,1,0,,
3619,44485.00694,0,0,,
3620,44485.01389,1,0,,
3621,44485.02083,1,0,,
3622,44485.02778,0,0,,
3623,44485.03472,-1,0,,
3624,44485.04167,0,0,,
3625,44485.04861,-1,0,,
3626,44485.05556,-1,0,,
3627,44485.0625,1,0,,
3628,44485.06944,1,0,,
3629,44485.07639,0,0,,
3630,44485.08333,0,0,,
3631,44485.09028,-1,0,,
3632,44485.09722,0,0,,
3633,44485.10417,-1,0,,
3634,44485.11111,0,0,,
3635,44485.11806,-1,0,,
3636,44485.125,0,0,,
3637,44485.13194,0,0,,
3638,44485.13889,-3,0,,
3639,44485.14583,0,0,,
3640,44485.15278,-1,0,,
3641,44485.15972,-1,0,,
3642,44485.16667,-1,0,,
3643,44485.17361,-1,0,,
3644,44485.18056,0,0,,
3645,44485.1875,-1,0,,
3646,44485.19444,0,0,,
3647,44485.20139,1,0,,
3648,44485.20833,0,0,,
3649,44485.21528,0,0,,
3650,44485.22222,-1,0,,
3651,44485.22917,0,0,,
3652,44485.23611,-1,0,,
3653,44485.24306,-1,0,,
3654,44485.25,1,0,,
3655,44485.25694,0,0,,
3656,44485.26389,2,0,,
3657,44485.27083,1,0,,
3658,44485.27778,1,0,,
3659,44485.28472,1,0,,
3660,44485.29167,1,0,,
3661,44485.29861,0,0,,
3662,44485.30556,0,0,,
3663,44485.3125,-1,0,,
3664,44485.31944,-1,0,,
3665,44485.32639,-2,0,,
3666,44485.33333,-1,0,,
3667,44485.34028,1,0,,
3668,44485.34722,1,0,,
3669,44485.35417,1,0,,
3670,44485.36111,2,0,,
3671,44485.36807,0,0,,
3672,44485.375,2,0,,
3673,44485.38194,1,0,,
3674,44485.38889,2,0,,
3675,44485.39583,1,0,,
3676,44485.40278,2,0,,
3677,44485.40972,1,0,,
3678,44485.41667,1,0,,
3679,44485.42361,-1,pos,,
3680,44485.43056,-1,0,,
3681,44485.4375,-1,0,,
3682,44485.44444,0,0,,
3683,44485.45139,-1,0,,
3684,44485.45833,0,0,,
3685,44485.46528,-1,0,,
3686,44485.47222,0,0,,
3687,44485.47917,-2,0,,
3688,44485.48611,-3,0,,
3689,44485.49306,-1,0,,
3690,44485.5,0,0,,
3691,44485.50694,0,0,,
3692,44485.51389,-1,0,,
3693,44485.52083,0,0,,
3694,44485.52778,0,0,,
3695,44485.53472,0,0,,
3696,44485.54167,-2,0,,
3697,44485.54861,-3,0,,
3698,44485.55556,-1,0,,
3699,44485.5625,-1,0,,
3700,44485.56944,-1,0,,
3701,44485.57639,-1,0,,
3702,44485.58333,-2,0,,
3703,44485.59028,-1,0,,
3704,44485.59722,-2,0,,
3705,44485.60417,-1,0,,
3706,44485.61111,-2,0,,
3707,44485.61806,-1,0,,
3708,44485.625,-2,0,,
3709,44485.63194,0,0,,
3710,44485.63889,1,0,,
3711,44485.64583,1,0,,
3712,44485.65278,2,0,,
3713,44485.65972,2,0,,
3714,44485.66667,1,0,,
3715,44485.67361,1,0,,
3716,44485.68056,1,0,,
3717,44485.6875,1,0,,
3718,44485.69444,3,0,,
3719,44485.70139,-1,pos,,
3720,44485.70833,1,0,,
3721,44485.71528,2,0,,
3722,44485.72222,1,0,,
3723,44485.72917,2,0,,
3724,44485.73611,3,0,,
3725,44485.74306,1,0,,
3726,44485.75,2,0,,
3727,44485.75694,2,0,,
3728,44485.76389,2,0,,
3729,44485.77083,0,0,,
3730,44485.77778,1,0,,
3731,44485.78472,0,0,,
3732,44485.79167,1,0,,
3733,44485.79861,0,0,,
3734,44485.80556,1,0,,
3735,44485.8125,-2,pos,,
3736,44485.81944,-1,0,,
3737,44485.82639,-1,0,,
3738,44485.83333,0,0,,
3739,44485.84028,-1,0,,
3740,44485.84722,1,0,,
3741,44485.85417,2,0,,
3742,44485.86111,1,0,,
3743,44485.86806,0,0,,
3744,44485.875,0,0,,
3745,44485.88194,1,0,,
3746,44485.88889,0,0,,
3747,44485.89583,1,0,,
3748,44485.90278,0,0,,
3749,44485.90972,0,0,,
3750,44485.91667,0,0,,
3751,44485.92361,0,0,,
3752,44485.93056,1,0,,
3753,44485.9375,0,0,,
3754,44485.94444,0,0,,
3755,44485.95139,0,0,,
3756,44485.95833,0,0,,
3757,44485.96528,-1,0,,
3758,44485.97222,-2,0,,
3759,44485.97917,-2,0,,
3760,44485.98611,-1,0,,
3761,44485.99306,1,0,,
3762,44486,0,0,,
3763,44486.00694,1,0,,
3764,44486.01389,1,0,,
3765,44486.02083,0,0,,
3766,44486.02778,0,0,,
3767,44486.03472,1,0,,
3768,44486.04167,0,0,,
3769,44486.04861,0,0,,
3770,44486.05556,1,0,,
3771,44486.0625,0,0,,
3772,44486.06944,0,0,,
3773,44486.07639,0,0,,
3774,44486.08333,1,0,,
3775,44486.09028,1,0,,
3776,44486.09722,0,0,,
3777,44486.10451,1,0,,
3778,44486.11111,0,0,,
3779,44486.11806,1,0,,
3780,44486.12501,0,0,,
3781,44486.13194,1,0,,
3782,44486.13889,0,0,,
3783,44486.14583,0,0,,
3784,44486.15278,0,0,,
3785,44486.15972,0,0,,
3786,44486.16667,0,0,,
3787,44486.17361,0,0,,
3788,44486.18056,-4,0,,
3789,44486.1875,-6,0,,
3790,44486.19444,-3,0,,
3791,44486.20139,2,0,,
3792,44486.20833,-2,pos,,
3793,44486.21528,3,0,,
3794,44486.22222,3,0,,
3795,44486.22917,2,0,,
3796,44486.23611,1,0,,
3797,44486.24306,1,0,,
3798,44486.25,0,0,,
3799,44486.25694,1,0,,
3800,44486.26389,0,0,,
3801,44486.27083,1,0,,
3802,44486.27778,0,0,,
3803,44486.28472,0,0,,
3804,44486.29167,1,0,,
3805,44486.29861,0,0,,
3806,44486.30556,0,0,,
3807,44486.3125,1,0,,
3808,44486.31944,0,0,,
3809,44486.3264,0,0,,
3810,44486.33333,0,0,,
3811,44486.93056,-8,0,,
3812,44486.93751,1,0,,
3813,44486.94444,-1,pos,,
3814,44486.95139,0,0,,
3815,44486.95833,-1,0,,
3816,44486.96528,2,0,,
3817,44486.97222,1,0,,
3818,44486.97917,1,0,,
3819,44486.98611,0,0,,
3820,44486.99306,0,0,,
3821,44487,1,0,,
3822,44487.00694,-1,pos,,
3823,44487.01389,1,0,,
3824,44487.02083,-1,pos,,
3825,44487.02778,0,0,,
3826,44487.03472,0,0,,
3827,44487.04168,0,0,,
3828,44487.04861,0,0,,
3829,44487.05556,-2,0,,
3830,44487.0625,-2,0,,
3831,44487.06944,-2,0,,
3832,44487.07639,0,0,,
3833,44487.08333,1,0,,
3834,44487.09028,2,0,,
3835,44487.09722,1,0,,
3836,44487.10417,1,0,,
3837,44487.11111,1,0,,
3838,44487.11806,0,0,,
3839,44487.12501,0,0,,
3840,44487.13194,-1,0,,
3841,44487.14583,-2,0,,
3842,44487.15278,-1,0,,
3843,44487.15972,0,0,,
3844,44487.16667,-1,0,,
3845,44487.17361,1,0,,
3846,44487.18056,-1,pos,,
3847,44487.1875,0,0,,
3848,44487.19444,2,0,,
3849,44487.20144,1,0,,
3850,44487.20834,1,0,,
3851,44487.21528,0,0,,
3852,44487.22222,1,0,,
3853,44487.22917,0,0,,
3854,44487.23611,0,0,,
3855,44487.24306,-1,0,,
3856,44487.25,-1,0,,
3857,44487.25694,-1,0,,
3858,44487.26389,-1,0,,
3859,44487.27083,-1,0,,
3860,44487.27778,0,0,,
3861,44487.28472,-1,0,,
3862,44487.29167,1,0,,
3863,44487.29861,0,0,,
3864,44487.30556,1,0,,
3865,44487.3125,0,0,,
3866,44487.31944,1,0,,
3867,44487.32639,1,0,,
3868,44487.33333,0,0,,
3869,44487.34028,1,0,,
3870,44487.34722,0,0,,
3871,44487.35417,1,0,,
3872,44487.36111,-1,pos,,
3873,44487.36806,-2,0,,
3874,44487.375,-3,0,,
3875,44487.38194,-1,0,,
3876,44487.38889,0,0,,
3877,44487.39583,2,0,,
3878,44487.40278,1,0,,
3879,44487.40972,1,0,,
3880,44487.41667,1,0,,
3881,44487.42361,-1,pos,,
3882,44487.43056,0,0,,
3883,44487.4375,1,0,,
3884,44487.44444,0,0,,
3885,44487.45139,1,0,,
3886,44487.45833,0,0,,
3887,44487.46528,-1,0,,
3888,44487.47222,-2,0,,
3889,44487.47917,-1,0,,
3890,44487.48611,-1,0,,
3891,44487.49306,0,0,,
3892,44487.5,-1,0,,
3893,44487.50694,-1,0,,
3894,44487.51389,0,0,,
3895,44487.52083,0,0,,
3896,44487.52778,-1,0,,
3897,44487.53472,0,0,,
3898,44487.54167,0,0,,
3899,44487.54861,0,0,,
3900,44487.55556,0,0,,
3901,44487.5625,0,0,,
3902,44487.56944,-2,0,,
3903,44487.57639,-1,0,,
3904,44487.58333,-2,0,,
3905,44487.59028,2,0,,
3906,44487.59722,3,0,,
3907,44487.60417,2,0,,
3908,44487.61111,1,0,,
3909,44487.61806,0,0,,
3910,44487.625,0,0,,
3911,44487.63194,-1,0,,
3912,44487.63889,0,0,,
3913,44487.64583,1,0,,
3914,44487.65278,0,0,,
3915,44487.65972,0,0,,
3916,44487.66667,2,0,,
3917,44487.67361,2,0,,
3918,44487.68056,1,0,,
3919,44487.6875,0,0,,
3920,44487.69446,1,0,,
3921,44487.70139,0,0,,
3922,44487.70833,1,0,,
3923,44487.71528,0,0,,
3924,44487.72222,-1,0,,
3925,44487.72917,-2,0,,
3926,44487.73611,-1,0,,
3927,44487.74306,-1,0,,
3928,44487.75,0,0,,
3929,44487.75694,-1,0,,
3930,44487.76389,-2,0,,
3931,44487.77087,-1,0,,
3932,44487.77778,-1,0,,
3933,44487.78473,-3,0,,
3934,44487.79168,-1,0,,
3935,44487.79861,-1,0,,
3936,44487.80557,-1,0,,
3937,44487.8125,0,0,,
3938,44487.81944,1,0,,
3939,44487.82639,3,0,,
3940,44487.83333,3,0,,
3941,44487.84028,1,0,,
3942,44487.84723,1,0,,
3943,44487.85417,1,0,,
3944,44487.86111,2,0,,
3945,44487.86806,2,0,,
3946,44487.875,0,0,,
3947,44487.88194,1,0,,
3948,44487.88889,1,0,,
3949,44487.89583,0,0,,
3950,44487.90278,1,0,,
3951,44487.90972,0,0,,
3952,44487.91667,0,0,,
3953,44487.92361,0,0,,
3954,44487.93056,0,0,,
3955,44487.9375,-2,0,,
3956,44487.94444,-4,0,,
3957,44487.95139,-3,0,,
3958,44487.95833,-2,0,,
3959,44487.96528,-2,0,,
3960,44487.97222,0,0,,
3961,44487.97917,-1,0,,
3962,44487.98611,0,0,,
3963,44487.99306,0,0,,
3964,44488,4,0,,
3965,44488.00694,2,0,,
3966,44488.01391,0,0,,
3967,44488.02083,2,0,,
3968,44488.02778,0,0,,
3969,44488.03472,-1,0,,
3970,44488.04167,0,0,,
3971,44488.04863,0,0,,
3972,44488.05556,1,0,,
3973,44488.0625,0,0,,
3974,44488.06944,2,0,,
3975,44488.07639,1,0,,
3976,44488.08333,1,0,,
3977,44488.09028,1,0,,
3978,44488.09722,1,0,,
3979,44488.10419,-1,pos,,
3980,44488.11111,-1,0,,
3981,44488.11806,-3,0,,
3982,44488.125,-2,0,,
3983,44488.34722,2,0,,
3984,44488.35417,2,0,,
3985,44488.36111,1,0,,
3986,44488.36806,0,0,,
3987,44488.375,-2,0,,
3988,44488.38194,-1,0,,
3989,44488.38889,0,0,,
3990,44488.39583,1,0,,
3991,44488.40278,1,0,,
3992,44488.40972,0,0,,
3993,44488.41667,1,0,,
3994,44488.42361,1,0,,
3995,44488.43056,1,0,,
3996,44488.4375,0,0,,
3997,44488.44444,0,0,,
3998,44488.45139,-1,0,,
3999,44488.45833,-1,0,,
4000,44488.46528,-4,0,,
4001,44488.47222,-3,0,,
4002,44488.47917,-2,0,,
4003,44488.48611,-3,0,,
4004,44488.49306,-1,0,,
4005,44488.50067,-1,0,,
4006,44488.50762,-1,0,,
4007,44488.52083,-2,0,,
4008,44488.52778,3,0,,
4009,44488.53472,-1,pos,,
4010,44488.54167,-1,0,,
4011,44488.54861,-1,0,,
4012,44488.55556,-2,0,,
4013,44488.5625,-3,0,,
4014,44488.56944,-3,0,,
4015,44488.57639,-3,0,,
4016,44488.58333,-3,0,,
4017,44488.59028,-2,0,,
4018,44488.59722,-3,0,,
4019,44488.60417,-1,0,,
4020,44488.61111,4,0,,
4021,44488.61806,3,0,,
4022,44488.625,2,0,,
4023,44488.63194,2,0,,
4024,44488.63889,4,0,,
4025,44488.64583,5,0,,
4026,44488.65278,4,0,,
4027,44488.65972,2,0,,
4028,44488.66667,3,0,,
4029,44488.67361,0,0,,
4030,44488.68056,1,0,,
4031,44488.6875,1,0,,
4032,44488.69444,1,0,,
4033,44488.70139,2,0,,
4034,44488.70833,2,0,,
4035,44488.71528,1,0,,
4036,44488.72222,-1,pos,,
4037,44488.72917,1,0,,
4038,44488.73611,1,0,,
4039,44488.74306,0,0,,
4040,44488.75,1,0,,
4041,44488.75694,0,0,,
4042,44488.76389,0,0,,
4043,44488.77083,0,0,,
4044,44488.77778,1,0,,
4045,44488.78472,0,0,,
4046,44488.79167,-2,0,,
4047,44488.79861,-1,0,,
4048,44488.80556,-2,0,,
4049,44488.8125,0,0,,
4050,44488.81944,-1,0,,
4051,44488.82639,0,0,,
4052,44488.83333,0,0,,
4053,44488.84028,1,0,,
4054,44488.84722,1,0,,
4055,44488.85417,-1,pos,,
4056,44488.86111,0,0,,
4057,44488.86806,-2,0,,
4058,44488.875,-2,0,,
4059,44488.88194,0,0,,
4060,44488.88889,0,0,,
4061,44488.89583,-1,0,,
4062,44488.90278,-1,0,,
4063,44488.90972,0,0,,
4064,44488.91667,0,0,,
4065,44488.92361,1,0,,
4066,44488.93056,-1,pos,,
4067,44488.9375,0,0,,
4068,44488.94444,1,0,,
4069,44488.95139,-1,pos,,
4070,44488.95833,0,0,,
4071,44488.96528,1,0,,
4072,44488.97222,2,0,,
4073,44488.97917,1,0,,
4074,44488.98611,0,0,,
4075,44488.99306,0,0,,
4076,44489,0,0,,
4077,44489.00694,1,0,,
4078,44489.01389,0,0,,
4079,44489.02083,-1,0,,
4080,44489.02778,0,0,,
4081,44489.03472,1,0,,
4082,44489.04167,1,0,,
4083,44489.05557,0,0,,
4084,44489.0625,1,0,,
4085,44489.06944,1,0,,
4086,44489.07639,1,0,,
4087,44489.08333,-1,pos,,
4088,44489.09028,0,0,,
4089,44489.09722,0,0,,
4090,44489.10417,1,0,,
4091,44489.11111,0,0,,
4092,44489.11806,1,0,,
4093,44489.125,0,0,,
4094,44489.13194,-1,0,,
4095,44489.13889,1,0,,
4096,44489.14583,0,0,,
4097,44489.15278,-2,0,,
4098,44489.15972,-1,0,,
4099,44489.16667,0,0,,
4100,44489.17361,-1,0,,
4101,44489.18056,-1,0,,
4102,44489.1875,0,0,,
4103,44489.19444,0,0,,
4104,44489.20139,0,0,,
4105,44489.20833,1,0,,
4106,44489.21528,1,0,,
4107,44489.22222,1,0,,
4108,44489.22917,0,0,,
4109,44489.23611,1,0,,
4110,44489.24306,-1,pos,,
4111,44489.25,-3,0,,
4112,44489.25694,-2,0,,
4113,44489.26389,-1,0,,
